loss,mape,val_loss,val_mape
0.034230493009090424,188294.796875,0.009058377705514431,349718.875
0.007363010663539171,86896.515625,0.0070138731971383095,278347.90625
0.006747537758201361,62343.5546875,0.0061759063974022865,253088.28125
0.006382906809449196,75199.234375,0.006046523805707693,222975.4375
0.006082036066800356,64775.11328125,0.005476235877722502,251632.140625
0.005634594708681107,70928.0703125,0.005374005530029535,252665.0625
0.005456347484141588,68944.75,0.0050802165642380714,226707.109375
0.005286091007292271,67507.4375,0.005032457876950502,252125.515625
0.005028822924941778,68695.3359375,0.00473248865455389,225311.65625
0.004882676526904106,53894.59375,0.004703860729932785,252311.671875
0.004797877743840218,57180.109375,0.004477557260543108,221558.703125
0.0046885646879673,61235.2265625,0.004323817323893309,234096.375
0.004443499259650707,59845.05078125,0.0043178703635931015,221352.609375
0.004450798965990543,64491.484375,0.0041969651356339455,232416.71875
0.004397796466946602,61325.48046875,0.004187436308711767,233683.828125
0.004413101356476545,65496.0546875,0.004186438396573067,218480.609375
0.004306362941861153,59130.1328125,0.004361832980066538,213198.9375
0.004258050583302975,57251.3046875,0.004014752339571714,235653.921875
0.004249872174113989,58195.86328125,0.0039438726380467415,234742.1875
0.004124548751860857,53883.9375,0.003963231574743986,211367.6875
0.004126275423914194,57793.37109375,0.00402476591989398,215116.953125
0.00411241827532649,58381.96875,0.003862413577735424,223775.078125
0.004040911328047514,63278.6171875,0.003847441403195262,230283.796875
0.003995183855295181,60023.859375,0.004214928951114416,238894.15625
0.004051727708429098,56212.2265625,0.00383430952206254,226184.375
0.003985479008406401,55887.4765625,0.0037997460458427668,221627.453125
0.00394086679443717,63468.23046875,0.003807768924161792,227584.890625
0.003957006148993969,54378.47265625,0.0038680126890540123,221072.0
0.0038974611088633537,53585.0625,0.0037497400771826506,204624.328125
0.0038237764965742826,63067.2890625,0.0038412718567997217,220275.5625
0.0038569150492548943,58859.6875,0.0036824671551585197,212323.796875
0.003770767245441675,64209.19921875,0.0036948544438928366,221015.03125
0.0037473374977707863,53715.12890625,0.0035695387050509453,205192.34375
0.0036805809941142797,51744.6171875,0.003641230519860983,195871.890625
0.003671327605843544,48661.00390625,0.003470601048320532,200657.421875
0.003602484008297324,50945.67578125,0.003856893628835678,179571.3125
0.003569596214219928,42316.8515625,0.0033955147955566645,185327.609375
0.00350560643710196,51106.12109375,0.0034216828644275665,184244.34375
0.0035173515789210796,46216.484375,0.0033534630201756954,181917.421875
0.0034233061596751213,51253.01953125,0.00328251114115119,181728.046875
0.0034001448657363653,39308.26171875,0.0032772456761449575,170910.90625
0.0034224155824631453,45613.58203125,0.0033279219642281532,159686.171875
0.0033727874979376793,43390.75390625,0.003458109451457858,157772.4375
0.00335469632409513,42123.9921875,0.003295379690825939,161246.46875
0.003362898249179125,42700.4140625,0.003214834025129676,165817.546875
0.003280971897765994,39881.24609375,0.0033324086107313633,153857.09375
0.0033224166836589575,41624.36328125,0.00325812678784132,166480.671875
0.0033018828835338354,46573.22265625,0.003185920650139451,163295.453125
0.003286817343905568,49326.9296875,0.003212147392332554,152837.171875
0.003267151303589344,39215.99609375,0.0031920187175273895,155591.1875
0.003334850538522005,40181.8125,0.0033132422249764204,148830.5625
0.0032814871519804,36152.7890625,0.0032070057932287455,165607.234375
0.0032560499384999275,37106.12109375,0.003172696102410555,153430.46875
0.0032709315419197083,39792.421875,0.0032562443520873785,156551.34375
0.0032606113236397505,36942.40625,0.0032066579442471266,148506.703125
0.0032926162239164114,39977.51953125,0.003380801761522889,143429.25
0.0032376605086028576,39280.58203125,0.003345026168972254,160174.421875
0.00324170826934278,42019.80859375,0.0031534198205918074,157106.296875
0.003264989238232374,45268.06640625,0.003160107648000121,155559.828125
0.003263033926486969,37434.84375,0.0031563451047986746,148509.90625
0.0032223134767264128,39922.53515625,0.003163268556818366,149227.125
0.0031899907626211643,36305.12109375,0.0031650764867663383,147033.0
0.003240507561713457,36706.73046875,0.003235896583646536,146143.640625
0.003213853109627962,38287.3203125,0.0031686306465417147,145835.828125
0.0032332339324057102,34006.75,0.00312796956859529,146881.390625
0.0032167150638997555,34026.65625,0.00318447919562459,140593.6875
0.0032183316070586443,36975.546875,0.0035437780898064375,129538.015625
0.003210838884115219,40993.77734375,0.0031733105424791574,138232.25
0.003161282977089286,36725.40234375,0.003113611601293087,146756.65625
0.0031718905083835125,42768.015625,0.003430256387218833,130027.828125
0.0032034895848482847,34118.734375,0.0032064577098935843,139418.953125
0.0031997854821383953,36241.46484375,0.0033484657760709524,137168.671875
0.0031715056393295527,39996.890625,0.0032172747887670994,136127.328125
0.0031676911748945713,38496.51953125,0.003091492922976613,146601.609375
0.003170498413965106,37280.06640625,0.003190570045262575,138933.09375
0.003147031646221876,37765.4453125,0.003081980627030134,145852.609375
0.003174050711095333,32747.392578125,0.003113985061645508,138932.546875
0.003147769719362259,35392.3046875,0.0033231819979846478,133109.28125
0.0031566082034260035,33625.1796875,0.003104277653619647,144631.5625
0.003141117747873068,35599.12890625,0.003086734563112259,138880.484375
0.003128055017441511,40327.6796875,0.0030587574001401663,149112.34375
0.0031299125403165817,42415.75390625,0.00332294637337327,148675.796875
0.0031636212952435017,45734.3515625,0.0031204428523778915,133142.828125
0.003141885856166482,37306.46484375,0.0030714282765984535,134547.046875
0.003154805162921548,36559.8203125,0.003052667248994112,140622.65625
0.0031318278051912785,38612.046875,0.003053171094506979,142986.8125
0.0031654166523367167,35591.6171875,0.003040728624910116,141372.796875
0.003106607822701335,39967.4921875,0.003041096031665802,137994.140625
0.00308434572070837,38037.2265625,0.0030651739798486233,133512.515625
0.0031002024188637733,33475.80078125,0.003114830469712615,126267.2578125
0.003129383083432913,39427.69921875,0.003121984424069524,123744.390625
